Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-12-31,Bulgaria,Lev New,Bulgaria-Lev New,1.741,null,25,2020,1,2019,4,12,31
2019-12-31,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,582.0,null,26,2020,1,2019,4,12,31
2019-12-31,Burma,Kyat,Burma-Kyat,1475.0,null,27,2020,1,2019,4,12,31
2019-12-31,Burundi,Franc,Burundi-Franc,1850.0,null,28,2020,1,2019,4,12,31
2019-12-31,Cambodia,Riel,Cambodia-Riel,4051.0,null,29,2020,1,2019,4,12,31
2019-12-31,Cameroon,CFA Franc,Cameroon-CFA Franc,578.12,null,30,2020,1,2019,4,12,31
2019-12-31,Canada,Dollar,Canada-Dollar,1.3,null,31,2020,1,2019,4,12,31
2019-12-31,Cape Verde,Escudo,Cape Verde-Escudo,99.291,null,32,2020,1,2019,4,12,31
2019-12-31,Cayman Island,Dollar,Cayman Island-Dollar,0.82,null,33,2020,1,2019,4,12,31
2019-12-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,578.12,null,34,2020,1,2019,4,12,31
2019-12-31,Chad,CFA Franc,Chad-CFA Franc,578.12,null,35,2020,1,2019,4,12,31
2019-12-31,Chile,Peso,Chile-Peso,851.71,null,36,2020,1,2019,4,12,31
2019-12-31,China,Renminbi,China-Renminbi,6.961,null,37,2020,1,2019,4,12,31
2019-12-31,Colombia,Peso,Colombia-Peso,4021.0,null,38,2020,1,2019,4,12,31
2019-12-31,Comoros,Franc,Comoros-Franc,439.06,null,39,2020,1,2019,4,12,31
2019-12-31,Congo,CFA Franc,Congo-CFA Franc,578.12,null,40,2020,1,2019,4,12,31
2019-12-31,Costa Rica,Colon,Costa Rica-Colon,569.65,null,41,2020,1,2019,4,12,31
2019-12-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,582.0,null,42,2020,1,2019,4,12,31
2019-12-31,Croatia,KUNA,Croatia-KUNA,6.49,null,43,2020,1,2019,4,12,31
2019-12-31,Cross Border,Euro,Cross Border-Euro,0.89,null,44,2020,1,2019,4,12,31
2019-12-31,Cuba,Chavito,Cuba-Chavito,1.0,null,45,2020,1,2019,4,12,31
2019-12-31,Cyprus,Euro,Cyprus-Euro,0.89,null,46,2020,1,2019,4,12,31
2019-12-31,Czech. Republic,Koruna,Czech. Republic-Koruna,22.165,null,47,2020,1,2019,4,12,31
2019-12-31,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1650.0,null,48,2020,1,2019,4,12,31
2019-12-31,Denmark,Krone,Denmark-Krone,6.652,null,49,2020,1,2019,4,12,31
2019-12-31,Djibouti,Franc,Djibouti-Franc,177.0,null,50,2020,1,2019,4,12,31
2019-12-31,Dominican Republic,Peso,Dominican Republic-Peso,52.66,null,51,2020,1,2019,4,12,31
2019-12-31,Ecuador,Dolares,Ecuador-Dolares,1.0,null,52,2020,1,2019,4,12,31
2019-12-31,Egypt,Pound,Egypt-Pound,16.0,null,53,2020,1,2019,4,12,31
2019-12-31,El Salvador,Dollar,El Salvador-Dollar,1.0,null,54,2020,1,2019,4,12,31
2019-12-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,578.12,null,55,2020,1,2019,4,12,31
2019-12-31,Eritrea,Nakfa,Eritrea-Nakfa,15.0,null,56,2020,1,2019,4,12,31
2019-12-31,Eritrea,Nakfa Salary Payment,Eritrea-Nakfa Salary Payment,15.0,null,57,2020,1,2019,4,12,31
2019-12-31,Estonia,Euro,Estonia-Euro,0.89,null,58,2020,1,2019,4,12,31
2019-12-31,Ethiopia,Birr,Ethiopia-Birr,31.8,null,59,2020,1,2019,4,12,31
2019-12-31,Euro Zone,Euro,Euro Zone-Euro,0.89,null,60,2020,1,2019,4,12,31
2019-12-31,Fiji,Dollar,Fiji-Dollar,2.142,null,61,2020,1,2019,4,12,31
2019-12-31,Finland,Euro,Finland-Euro,0.89,null,62,2020,1,2019,4,12,31
2019-12-31,France,Euro,France-Euro,0.89,null,63,2020,1,2019,4,12,31
2019-12-31,Gabon,CFA Franc,Gabon-CFA Franc,578.12,null,64,2020,1,2019,4,12,31
2019-12-31,Gambia,Dalasi,Gambia-Dalasi,51.0,null,65,2020,1,2019,4,12,31
2019-12-31,Georgia,Lari,Georgia-Lari,2.87,null,66,2020,1,2019,4,12,31
2019-12-31,Germany,Euro,Germany-Euro,0.89,null,67,2020,1,2019,4,12,31
2019-12-31,Ghana,Cedi,Ghana-Cedi,5.66,null,68,2020,1,2019,4,12,31
2019-12-31,Greece,Euro,Greece-Euro,0.89,null,69,2020,1,2019,4,12,31
2019-12-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,null,70,2020,1,2019,4,12,31
2019-12-31,Guatemala,Quetzal,Guatemala-Quetzal,7.69,null,71,2020,1,2019,4,12,31
2019-12-31,Guinea,Franc,Guinea-Franc,9380.0,null,73,2020,1,2019,4,12,31
2019-12-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,582.0,null,72,2020,1,2019,4,12,31
2019-12-31,Guyana,Dollar,Guyana-Dollar,215.0,null,74,2020,1,2019,4,12,31
2019-12-31,Haiti,Gourde,Haiti-Gourde,87.655,null,75,2020,1,2019,4,12,31
2019-12-31,Honduras,Lempira,Honduras-Lempira,25.0,null,76,2020,1,2019,4,12,31
2019-12-31,Hong Kong,Dollar,Hong Kong-Dollar,7.786,null,77,2020,1,2019,4,12,31
2019-12-31,Hungary,Forint,Hungary-Forint,294.29,null,78,2020,1,2019,4,12,31
2019-12-31,Iceland,Krona,Iceland-Krona,135.13,null,79,2020,1,2019,4,12,31
2019-12-31,India,Rupee,India-Rupee,71.0,null,80,2020,1,2019,4,12,31
2019-12-31,Indonesia,Rupiah,Indonesia-Rupiah,13895.0,null,81,2020,1,2019,4,12,31
2019-12-31,Iran,Rial,Iran-Rial,42000.0,null,82,2020,1,2019,4,12,31
2019-12-31,Iraq,Dinar,Iraq-Dinar,1138.0,null,83,2020,1,2019,4,12,31
2019-12-31,Ireland,Euro,Ireland-Euro,0.89,null,84,2020,1,2019,4,12,31
2019-12-31,Israel,Shekel,Israel-Shekel,3.454,null,85,2020,1,2019,4,12,31
2019-12-31,Italy,Euro,Italy-Euro,0.89,null,86,2020,1,2019,4,12,31
2019-12-31,Jamaica,Dollar,Jamaica-Dollar,136.0,null,87,2020,1,2019,4,12,31
2019-12-31,Japan,Yen,Japan-Yen,108.53,null,88,2020,1,2019,4,12,31
2019-12-31,Jerusalem,Shekel,Jerusalem-Shekel,3.454,null,89,2020,1,2019,4,12,31
2019-12-31,Jordan,Dinar,Jordan-Dinar,0.708,null,90,2020,1,2019,4,12,31
2019-12-31,Kazakhstan,Tenge,Kazakhstan-Tenge,381.18,null,91,2020,1,2019,4,12,31
2019-12-31,Kenya,Shilling,Kenya-Shilling,101.25,null,92,2020,1,2019,4,12,31
2019-12-31,Korea,Won,Korea-Won,1153.7,null,93,2020,1,2019,4,12,31
2019-12-31,Kosovo,Euro,Kosovo-Euro,0.89,null,94,2020,1,2019,4,12,31
2019-12-31,Kuwait,Dinar,Kuwait-Dinar,0.303,null,95,2020,1,2019,4,12,31
2019-12-31,Kyrgyzstan,Som,Kyrgyzstan-Som,69.6,null,96,2020,1,2019,4,12,31
2019-12-31,Laos,Kip,Laos-Kip,8865.0,null,97,2020,1,2019,4,12,31
2019-12-31,Latvia,Euro,Latvia-Euro,0.89,null,98,2020,1,2019,4,12,31
2019-12-31,Lebanon,Pound,Lebanon-Pound,1500.0,null,99,2020,1,2019,4,12,31
2019-12-31,Lesotho,Maloti,Lesotho-Maloti,15.574,null,100,2020,1,2019,4,12,31
2019-12-31,Liberia,Dollar,Liberia-Dollar,186.99,null,101,2020,1,2019,4,12,31
2019-12-31,Libya,Dinar,Libya-Dinar,1.396,null,102,2020,1,2019,4,12,31
2019-12-31,Lithuania,Euro,Lithuania-Euro,0.89,null,103,2020,1,2019,4,12,31
2019-12-31,Luxembourg,Euro,Luxembourg-Euro,0.89,null,104,2020,1,2019,4,12,31
2019-12-31,Madagascar,Ariary,Madagascar-Ariary,3627.2,null,105,2020,1,2019,4,12,31
2019-12-31,Malawi,Kwacha,Malawi-Kwacha,760.0,null,106,2020,1,2019,4,12,31
2019-12-31,Malaysia,Ringgit,Malaysia-Ringgit,4.089,null,107,2020,1,2019,4,12,31
2019-12-31,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,null,108,2020,1,2019,4,12,31
2019-12-31,Mali,CFA Franc,Mali-CFA Franc,582.0,null,109,2020,1,2019,4,12,31
2019-12-31,Malta,Euro,Malta-Euro,0.89,null,110,2020,1,2019,4,12,31
2019-12-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,null,111,2020,1,2019,4,12,31
2019-12-31,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,null,112,2020,1,2019,4,12,31
2019-12-31,Mauritius,Rupee,Mauritius-Rupee,36.2,null,113,2020,1,2019,4,12,31
2019-12-31,Mexico,Peso,Mexico-Peso,22.491,null,114,2020,1,2019,4,12,31
2019-12-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,null,115,2020,1,2019,4,12,31
2019-12-31,Moldova,LEU,Moldova-LEU,17.1,null,116,2020,1,2019,4,12,31
2019-12-31,Mongolia,Tugrik,Mongolia-Tugrik,2733.52,null,117,2020,1,2019,4,12,31
2019-12-31,Montenegro,Euro,Montenegro-Euro,0.89,null,118,2020,1,2019,4,12,31
2019-12-31,Morocco,Dirham,Morocco-Dirham,9.597,null,119,2020,1,2019,4,12,31
2019-12-31,Mozambique,Metical,Mozambique-Metical,60.85,null,120,2020,1,2019,4,12,31
2019-12-31,Nambia,Dollar,Nambia-Dollar,15.574,null,121,2020,1,2019,4,12,31
2019-12-31,Nepal,Rupee,Nepal-Rupee,113.75,null,122,2020,1,2019,4,12,31
2019-12-31,Netherland,Euro,Netherland-Euro,0.89,null,123,2020,1,2019,4,12,31
2019-12-31,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,null,124,2020,1,2019,4,12,31
2019-12-31,New Zealand,Dollar,New Zealand-Dollar,1.65,null,125,2020,1,2019,4,12,31
2019-12-31,Nicaragua,Cordoba,Nicaragua-Cordoba,33.8,null,126,2020,1,2019,4,12,31
2019-12-31,Niger,CFA Franc,Niger-CFA Franc,582.0,null,127,2020,1,2019,4,12,31
2019-12-31,Nigeria,Naira,Nigeria-Naira,361.0,null,128,2020,1,2019,4,12,31
2019-12-31,Norway,Krone,Norway-Krone,10.243,null,129,2020,1,2019,4,12,31
2019-12-31,Oman,Rial,Oman-Rial,0.385,null,130,2020,1,2019,4,12,31
2019-12-31,Pakistan,Rupee,Pakistan-Rupee,154.85,null,131,2020,1,2019,4,12,31
2019-12-31,Panama,Balboa,Panama-Balboa,1.0,null,132,2020,1,2019,4,12,31
2019-12-31,Panama,Dolares,Panama-Dolares,1.0,null,133,2020,1,2019,4,12,31
2019-12-31,Papua New Guinea,Kina,Papua New Guinea-Kina,3.311,null,134,2020,1,2019,4,12,31
2019-12-31,Paraguay,Guarani,Paraguay-Guarani,6442.3301,null,135,2020,1,2019,4,12,31
2019-12-31,Peru,Sol,Peru-Sol,3.314,null,136,2020,1,2019,4,12,31
2019-12-31,Philippines,Peso,Philippines-Peso,50.64,null,137,2020,1,2019,4,12,31
2019-12-31,Poland,Zloty,Poland-Zloty,3.789,null,138,2020,1,2019,4,12,31
2019-12-31,Portugal,Euro,Portugal-Euro,0.89,null,139,2020,1,2019,4,12,31
2019-12-31,Qatar,Riyal,Qatar-Riyal,3.64,null,140,2020,1,2019,4,12,31
2019-12-31,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,54.76,null,141,2020,1,2019,4,12,31
2019-12-31,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,null,142,2020,1,2019,4,12,31
2019-12-31,Romania,New Leu,Romania-New Leu,4.256,null,143,2020,1,2019,4,12,31
2019-12-31,Russia,Ruble,Russia-Ruble,74.938,null,144,2020,1,2019,4,12,31
2019-12-31,Rwanda,Franc,Rwanda-Franc,925.0,null,145,2020,1,2019,4,12,31
2019-12-31,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,22.122,null,146,2020,1,2019,4,12,31
2019-12-31,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,null,147,2020,1,2019,4,12,31
2019-12-31,Senegal,CFA Franc,Senegal-CFA Franc,582.0,null,148,2020,1,2019,4,12,31
2019-12-31,Serbia,Dinar,Serbia-Dinar,104.92,null,149,2020,1,2019,4,12,31
2019-12-31,Seychelles,Rupee,Seychelles-Rupee,13.62,null,150,2020,1,2019,4,12,31
2019-12-31,Sierra Leone,Leone,Sierra Leone-Leone,9639.5898,null,151,2020,1,2019,4,12,31
2019-12-31,Singapore,Dollar,Singapore-Dollar,1.345,null,152,2020,1,2019,4,12,31
2019-12-31,Slovakia,Euro,Slovakia-Euro,0.89,null,153,2020,1,2019,4,12,31
2019-12-31,Slovenia,Euro,Slovenia-Euro,0.89,null,154,2020,1,2019,4,12,31
2019-12-31,Solomon Islands,Dollar,Solomon Islands-Dollar,8.065,null,155,2020,1,2019,4,12,31
2019-12-31,Somali,Shilling,Somali-Shilling,575.0,null,156,2020,1,2019,4,12,31
2019-12-31,South,Sudanese-Pound,South-Sudanese-Pound,160.0,null,158,2020,1,2019,4,12,31
2019-12-31,South Africa,Rand,South Africa-Rand,15.574,null,157,2020,1,2019,4,12,31
2019-12-31,Spain,Euro,Spain-Euro,0.89,null,159,2020,1,2019,4,12,31
2019-12-31,Sri Lanka,Rupee,Sri Lanka-Rupee,181.3,null,160,2020,1,2019,4,12,31
2019-12-31,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,null,161,2020,1,2019,4,12,31
2019-12-31,Sudan,Pound,Sudan-Pound,51.5,null,162,2020,1,2019,4,12,31
2019-12-31,Suriname,Dollar,Suriname-Dollar,7.52,null,163,2020,1,2019,4,12,31
2019-12-31,Swaziland,Langeni,Swaziland-Langeni,15.574,null,164,2020,1,2019,4,12,31
2019-12-31,Sweden,Krona,Sweden-Krona,9.301,null,165,2020,1,2019,4,12,31
2019-12-31,Switzerland,Franc,Switzerland-Franc,0.966,null,166,2020,1,2019,4,12,31
2019-12-31,Syria,Pound,Syria-Pound,435.0,null,167,2020,1,2019,4,12,31
2019-12-31,Taiwan,Dollar,Taiwan-Dollar,29.942,null,168,2020,1,2019,4,12,31
2019-12-31,Tajikistan,Somoni,Tajikistan-Somoni,9.65,null,169,2020,1,2019,4,12,31
2019-12-31,Tanzania,Shilling,Tanzania-Shilling,2293.0,null,170,2020,1,2019,4,12,31
2019-12-31,Thailand,Baht,Thailand-Baht,29.77,null,171,2020,1,2019,4,12,31
2019-12-31,Timor,Leste-Dili,Timor-Leste-Dili,1.0,null,172,2020,1,2019,4,12,31
2019-12-31,Togo,CFA Franc,Togo-CFA Franc,582.0,null,173,2020,1,2019,4,12,31
2019-12-31,Tonga,Pa'anga,Tonga-Pa'anga,2.209,null,174,2020,1,2019,4,12,31
2019-12-31,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.697,null,175,2020,1,2019,4,12,31
2019-12-31,Tunisia,Dinar,Tunisia-Dinar,2.772,null,176,2020,1,2019,4,12,31
2019-12-31,Turkey,New Lira,Turkey-New Lira,5.942,null,177,2020,1,2019,4,12,31
2019-12-31,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,null,178,2020,1,2019,4,12,31
2019-12-31,Uganda,Shilling,Uganda-Shilling,3660.0,null,179,2020,1,2019,4,12,31
2019-12-31,Ukraine,Hryvnia,Ukraine-Hryvnia,26.6,null,180,2020,1,2019,4,12,31
2019-12-31,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,null,181,2020,1,2019,4,12,31
2019-12-31,United Kingdom,Pound,United Kingdom-Pound,0.758,null,182,2020,1,2019,4,12,31
2019-12-31,Uruguay,Peso,Uruguay-Peso,43.41,null,183,2020,1,2019,4,12,31
2019-12-31,Uzbekistan,Som,Uzbekistan-Som,9500.0,null,184,2020,1,2019,4,12,31
2019-12-31,Vanuatu,Vatu,Vanuatu-Vatu,112.8,null,185,2020,1,2019,4,12,31
2019-12-31,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,70675.74,null,186,2020,1,2019,4,12,31
2019-12-31,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832.0,null,187,2020,1,2019,4,12,31
2019-12-31,Vietnam,Dong,Vietnam-Dong,23171.0,null,188,2020,1,2019,4,12,31
2019-12-31,Western Samoa,Tala,Western Samoa-Tala,2.537,null,189,2020,1,2019,4,12,31
2019-12-31,Yemen,Rial,Yemen-Rial,480.0,null,190,2020,1,2019,4,12,31
2019-12-31,Zambia,New Kwacha,Zambia-New Kwacha,16.09,null,191,2020,1,2019,4,12,31
2019-12-31,Zimbabwe,RTGS,Zimbabwe-RTGS,16.28,null,192,2020,1,2019,4,12,31
2019-09-30,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,77.53,null,1,2019,4,2019,3,09,30
2019-09-30,ALBANIA,LEK,ALBANIA-LEK,111.35,null,2,2019,4,2019,3,09,30
2019-09-30,ALGERIA,DINAR,ALGERIA-DINAR,120.43,null,3,2019,4,2019,3,09,30
2019-09-30,ANGOLA,KWANZA,ANGOLA-KWANZA,365.0,null,4,2019,4,2019,3,09,30
2019-09-30,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,null,5,2019,4,2019,3,09,30
2019-09-30,ARGENTINA,PESO,ARGENTINA-PESO,57.32,null,6,2019,4,2019,3,09,30
2019-09-30,ARMENIA,DRAM,ARMENIA-DRAM,475.0,null,7,2019,4,2019,3,09,30
2019-09-30,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.481,null,8,2019,4,2019,3,09,30
2019-09-30,AUSTRIA,EURO,AUSTRIA-EURO,0.917,null,9,2019,4,2019,3,09,30
2019-09-30,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.7,null,10,2019,4,2019,3,09,30
2019-09-30,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,null,11,2019,4,2019,3,09,30
2019-09-30,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,null,12,2019,4,2019,3,09,30
2019-09-30,BANGLADESH,TAKA,BANGLADESH-TAKA,84.0,null,13,2019,4,2019,3,09,30
2019-09-30,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,null,14,2019,4,2019,3,09,30
2019-09-30,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,2.074,null,15,2019,4,2019,3,09,30
2019-09-30,BELGIUM,EURO,BELGIUM-EURO,0.917,null,16,2019,4,2019,3,09,30
2019-09-30,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,null,17,2019,4,2019,3,09,30
2019-09-30,BENIN,CFA FRANC,BENIN-CFA FRANC,596.0,null,18,2019,4,2019,3,09,30
2019-09-30,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,null,19,2019,4,2019,3,09,30
2019-09-30,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.84,null,20,2019,4,2019,3,09,30
2019-09-30,BOSNIA,MARKA,BOSNIA-MARKA,1.794,null,21,2019,4,2019,3,09,30
2019-09-30,BOTSWANA,PULA,BOTSWANA-PULA,11.001,null,22,2019,4,2019,3,09,30
2019-09-30,BRAZIL,REAL,BRAZIL-REAL,4.159,null,23,2019,4,2019,3,09,30
2019-09-30,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.383,null,24,2019,4,2019,3,09,30
2019-09-30,BULGARIA,LEV New,BULGARIA-LEV New,1.794,null,25,2019,4,2019,3,09,30
2019-09-30,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,596.0,null,26,2019,4,2019,3,09,30
2019-09-30,BURMA,KYAT,BURMA-KYAT,1520.0,null,27,2019,4,2019,3,09,30
2019-09-30,BURUNDI,FRANC,BURUNDI-FRANC,1810.0,null,28,2019,4,2019,3,09,30
2019-09-30,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4051.0,null,29,2019,4,2019,3,09,30
2019-09-30,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,618.63,null,30,2019,4,2019,3,09,30
2019-09-30,CANADA,DOLLAR,CANADA-DOLLAR,1.325,null,31,2019,4,2019,3,09,30
2019-09-30,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,99.291,null,32,2019,4,2019,3,09,30
2019-09-30,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,null,33,2019,4,2019,3,09,30
2019-09-30,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,618.63,null,34,2019,4,2019,3,09,30
2019-09-30,CHAD,CFA FRANC,CHAD-CFA FRANC,618.63,null,35,2019,4,2019,3,09,30
2019-09-30,CHILE,PESO,CHILE-PESO,728.1,null,36,2019,4,2019,3,09,30
2019-09-30,CHINA,RENMINBI,CHINA-RENMINBI,7.143,null,37,2019,4,2019,3,09,30
2019-09-30,COLOMBIA,PESO,COLOMBIA-PESO,3455.55,null,38,2019,4,2019,3,09,30
2019-09-30,COMOROS,FRANC,COMOROS-FRANC,448.8,null,39,2019,4,2019,3,09,30
2019-09-30,CONGO,CFA FRANC,CONGO-CFA FRANC,618.63,null,40,2019,4,2019,3,09,30
2019-09-30,COSTA RICA,COLON,COSTA RICA-COLON,579.9,null,41,2019,4,2019,3,09,30
2019-09-30,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,596.0,null,42,2019,4,2019,3,09,30
2019-09-30,CROATIA,KUNA,CROATIA-KUNA,6.62,null,43,2019,4,2019,3,09,30
2019-09-30,CUBA,Chavito,CUBA-Chavito,1.0,null,44,2019,4,2019,3,09,30
2019-09-30,CYPRUS,EURO,CYPRUS-EURO,0.917,null,45,2019,4,2019,3,09,30
2019-09-30,CZECH REPUBLIC,KORUNA,CZECH REPUBLIC-KORUNA,23.054,null,46,2019,4,2019,3,09,30
2019-09-30,Cross Border,Euro,Cross Border-Euro,0.917,null,47,2019,4,2019,3,09,30
2019-09-30,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1650.0,null,48,2019,4,2019,3,09,30
2019-09-30,DENMARK,KRONE,DENMARK-KRONE,6.851,null,49,2019,4,2019,3,09,30
2019-09-30,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,null,50,2019,4,2019,3,09,30
2019-09-30,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,51.89,null,51,2019,4,2019,3,09,30
2019-09-30,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,null,52,2019,4,2019,3,09,30
2019-09-30,EGYPT,POUND,EGYPT-POUND,16.265,null,53,2019,4,2019,3,09,30
2019-09-30,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,null,54,2019,4,2019,3,09,30
2019-09-30,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,618.63,null,55,2019,4,2019,3,09,30
2019-09-30,ERITREA,NAKFA,ERITREA-NAKFA,15.0,null,56,2019,4,2019,3,09,30
2019-09-30,ESTONIA,EURO,ESTONIA-EURO,0.917,null,57,2019,4,2019,3,09,30
2019-09-30,ETHIOPIA,BIRR,ETHIOPIA-BIRR,29.28,null,58,2019,4,2019,3,09,30
2019-09-30,EURO ZONE,EURO,EURO ZONE-EURO,0.917,null,59,2019,4,2019,3,09,30
2019-09-30,FIJI,DOLLAR,FIJI-DOLLAR,2.161,null,60,2019,4,2019,3,09,30
2019-09-30,FINLAND,EURO,FINLAND-EURO,0.917,null,61,2019,4,2019,3,09,30
2019-09-30,FRANCE,EURO,FRANCE-EURO,0.917,null,62,2019,4,2019,3,09,30
2019-09-30,GABON,CFA FRANC,GABON-CFA FRANC,618.63,null,63,2019,4,2019,3,09,30
2019-09-30,GAMBIA,DALASI,GAMBIA-DALASI,50.0,null,64,2019,4,2019,3,09,30
2019-09-30,GEORGIA,LARI,GEORGIA-LARI,2.97,null,65,2019,4,2019,3,09,30
2019-09-30,GERMANY,EURO,GERMANY EURO,0.917,null,66,2019,4,2019,3,09,30
2019-09-30,GHANA,CEDI,GHANA-CEDI,5.42,null,67,2019,4,2019,3,09,30
2019-09-30,GREECE,EURO,GREECE-EURO,0.917,null,68,2019,4,2019,3,09,30
2019-09-30,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,null,69,2019,4,2019,3,09,30
2019-09-30,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.72,null,70,2019,4,2019,3,09,30
2019-09-30,GUINEA,FRANC,GUINEA-FRANC,9230.0,null,72,2019,4,2019,3,09,30
2019-09-30,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,596.0,null,71,2019,4,2019,3,09,30
2019-09-30,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,null,73,2019,4,2019,3,09,30
2019-09-30,HAITI,GOURDE,HAITI-GOURDE,93.654,null,74,2019,4,2019,3,09,30
2019-09-30,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,25.0,null,75,2019,4,2019,3,09,30
2019-09-30,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.84,null,76,2019,4,2019,3,09,30
2019-09-30,HUNGARY,FORINT,HUNGARY-FORINT,307.06,null,77,2019,4,2019,3,09,30
2019-09-30,ICELAND,KRONA,ICELAND-KRONA,123.82,null,78,2019,4,2019,3,09,30
2019-09-30,INDIA,RUPEE,INDIA-RUPEE,70.2,null,79,2019,4,2019,3,09,30
2019-09-30,INDONESIA,RUPIAH,INDONESIA-RUPIAH,14115.0,null,80,2019,4,2019,3,09,30
2019-09-30,IRAN,RIAL,IRAN-RIAL,42000.0,null,81,2019,4,2019,3,09,30
2019-09-30,IRAQ,DINAR,IRAQ-DINAR,1138.0,null,82,2019,4,2019,3,09,30
2019-09-30,IRELAND,EURO,IRELAND-EURO,0.917,null,83,2019,4,2019,3,09,30
2019-09-30,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.475,null,84,2019,4,2019,3,09,30
2019-09-30,ITALY,EURO,ITALY-EURO,0.917,null,85,2019,4,2019,3,09,30
2019-09-30,JAMAICA,DOLLAR,JAMAICA-DOLLAR,136.0,null,86,2019,4,2019,3,09,30
2019-09-30,JAPAN,YEN,JAPAN-YEN,108.02,null,87,2019,4,2019,3,09,30
2019-09-30,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.475,null,88,2019,4,2019,3,09,30
2019-09-30,JORDAN,DINAR,JORDAN-DINAR,0.708,null,89,2019,4,2019,3,09,30
2019-09-30,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,387.63,null,90,2019,4,2019,3,09,30
2019-09-30,KENYA,SHILLING,KENYA-SHILLING,103.75,null,91,2019,4,2019,3,09,30
2019-09-30,KOREA,WON,KOREA-WON,1198.2,null,92,2019,4,2019,3,09,30
2019-09-30,KOSOVO,EURO,KOSOVO-EURO,0.917,null,93,2019,4,2019,3,09,30
2019-09-30,KUWAIT,DINAR,KUWAIT-DINAR,0.304,null,94,2019,4,2019,3,09,30
